model,trained_on,tasks_acc,avg_acc,auc,aoc
vcl_ewc,3,"[1.0, 0.7802403204272363, 0.9281708945260347]",0.9028037383177572,0.0,0.0
vcl_ewc,4,"[1.0, 0.7700934579439253, 0.9289719626168225, 0.8937249666221628]",0.8981975967957276,0.0,0.0
vcl_ewc,5,"[1.0, 0.7703604806408545, 0.9292389853137517, 0.895060080106809, 0.9260347129506008]",0.9041388518024032,2.742423230974633,-1.7424232309746328
vcl_ewc_random_200,1,[1.0],1.0,0.0,0.0
vcl_ewc_k-center_200,1,[1.0],1.0,0.0,0.0
vcl_ewc_k-center_200,2,"[1.0, 0.6798397863818425]",0.8399198931909213,0.0,0.0
vcl_ewc_k-center_200,3,"[1.0, 0.6819759679572763, 0.4507343124165554]",0.7109034267912772,0.0,0.0
vcl_ewc_k-center_200,4,"[1.0, 0.6819759679572763, 0.4563417890520694, 0.8646194926568759]",0.7507343124165554,0.0,0.0
vcl_ewc_k-center_200,5,"[1.0, 0.6825100133511348, 0.4552736982643525, 0.8664886515353805, 0.8550066755674233]",0.7718558077436583,2.426190476190476,-1.426190476190476
vcl_ewc_pca-k-center_200,1,[1.0],1.0,0.0,0.0
vcl_ewc_pca-k-center_200,2,"[1.0, 0.7431241655540721]",0.8715620827770361,0.0,0.0
vcl_ewc_pca-k-center_200,3,"[1.0, 0.7391188251001335, 0.5692923898531376]",0.7694704049844238,0.0,0.0
vcl_ewc_pca-k-center_200,4,"[1.0, 0.7348464619492657, 0.5639519359145527, 0.8827770360480641]",0.7953938584779706,0.0,0.0
vcl_ewc_pca-k-center_200,5,"[1.0, 0.732977303070761, 0.5572763684913218, 0.8843791722296395, 0.884913217623498]",0.8119092122830441,2.538729417000445,-1.5387294170004449
coreset_only_random_200,1,[0.9762413240790176],0.9762413240790176,0.0,0.0
coreset_only_random_200,2,"[0.9402028830752803, 0.9399198931909212]",0.9400613881331008,0.0,0.0
coreset_only_random_200,3,"[0.9447410571276028, 0.9172229639519359, 0.9465954606141522]",0.936186493897897,0.0,0.0
coreset_only_random_200,4,"[0.6839295248264816, 0.8384512683578104, 0.7311081441922563, 0.9460614152202937]",0.7998875881492105,0.0,0.0
coreset_only_random_200,5,"[0.5074746396155899, 0.8499332443257677, 0.9428571428571428, 0.9241655540720961, 0.9538050734312417]",0.8356471308603677,2.764312338145112,-1.7643123381451118
coreset_only_k-center_200,1,[0.9778430325680726],0.9778430325680726,0.0,0.0
coreset_only_k-center_200,2,"[0.9271222637479979, 0.929506008010681]",0.9283141358793394,0.0,0.0
coreset_only_k-center_200,3,"[0.9124399359316604, 0.8720961281708945, 0.8576769025367156]",0.8807376555464236,0.0,0.0
coreset_only_k-center_200,4,"[0.891884676988788, 0.7057409879839787, 0.7839786381842456, 0.8323097463284379]",0.8034785123713626,0.0,0.0
coreset_only_k-center_200,5,"[0.503737319807795, 0.6213618157543391, 0.5781041388518025, 0.502803738317757, 0.8459279038718291]",0.6103869833207045,2.6997125638954804,-1.6997125638954804
coreset_only_pca-k-center_200,1,[0.9773091297383876],0.9773091297383876,0.0,0.0
coreset_only_pca-k-center_200,2,"[0.9666310731446877, 0.932977303070761]",0.9498041881077244,0.0,0.0
coreset_only_pca-k-center_200,3,"[0.9236518953550453, 0.8053404539385848, 0.9212283044058746]",0.8834068845665016,0.0,0.0
coreset_only_pca-k-center_200,4,"[0.9399359316604378, 0.7682242990654206, 0.8339118825100134, 0.9279038718291055]",0.8674939962662442,0.0,0.0
coreset_only_pca-k-center_200,5,"[0.8150026695141485, 0.8205607476635514, 0.7535380507343125, 0.89826435246996, 0.9268357810413885]",0.8428403202846722,2.755612635676542,-1.7556126356765418
vcl_class_balanced_200,1,[1.0],1.0,,
vcl_class_balanced_200,2,"[1.0, 0.6995994659546061]",0.849799732977303,,
vcl_class_balanced_200,3,"[1.0, 0.7054739652870494, 0.491588785046729]",0.7323542501112595,,
vcl_class_balanced_200,4,"[1.0, 0.702803738317757, 0.4934579439252336, 0.9078771695594126]",0.7760347129506009,,
