model,trained_on,tasks_acc,avg_acc,auc,aoc
vcl_class_balanced_200,4,"[1.0, 0.7036048064085447, 0.5225634178905207, 0.8963951935914553]",0.7806408544726302,,
vcl_class_balanced_200,5,"[1.0, 0.702803738317757, 0.5230974632843792, 0.8979973297730307, 0.848064085447263]",0.794392523364486,,
vcl_ewc_class_balanced_200,1,[1.0],1.0,,
vcl_ewc_class_balanced_200,2,"[1.0, 0.6881174899866489]",0.8440587449933245,,
vcl_ewc_class_balanced_200,3,"[1.0, 0.690520694259012, 0.4979973297730307]",0.7295060080106808,,
vcl_ewc_class_balanced_200,4,"[1.0, 0.6881174899866489, 0.49906542056074765, 0.7676902536715621]",0.7387182910547396,,
vcl_ewc_class_balanced_200,5,"[1.0, 0.6891855807743659, 0.5030707610146863, 0.7676902536715621, 0.7874499332443258]",0.749479305740988,,
coreset_only_class_balanced_200,1,[0.9733048585157501],0.97330485851575,,
coreset_only_class_balanced_200,2,"[0.9583555792845702, 0.9249666221628838]",0.941661100723727,,
coreset_only_class_balanced_200,3,"[0.5146823278163374, 0.7855807743658211, 0.9225634178905207]",0.7409421733575597,,
coreset_only_class_balanced_200,4,"[0.5016017084890549, 0.7495327102803738, 0.8248331108144192, 0.9241655540720961]",0.7500332709139861,,
coreset_only_class_balanced_200,5,"[0.5002669514148425, 0.5001335113484646, 0.9009345794392524, 0.8862483311081442, 0.9041388518024032]",0.7383444450226214,,
