model,trained_on,tasks_acc,avg_acc,auc,aoc
vcl_ewc,2,"[1.0, 0.7893190921228305]",0.8946595460614153,0.0,0.0
vcl_ewc,3,"[1.0, 0.7911882510013352, 0.9460614152202937]",0.9124165554072098,0.0,0.0
vcl_ewc,4,"[1.0, 0.7869158878504673, 0.946328437917223, 0.89826435246996]",0.9078771695594126,0.0,0.0
vcl_ewc,5,"[1.0, 0.7890520694259012, 0.946328437917223, 0.8987983978638184, 0.9359145527369827]",0.9140186915887852,2.761014686248332,-1.7610146862483314
vcl_ewc_random_200,1,[0.9917245061398825],0.9917245061398824,0.0,0.0
vcl_ewc_random_200,2,"[0.9917245061398825, 0.7690253671562083]",0.8803749366480453,0.0,0.0
vcl_ewc_random_200,3,"[0.9917245061398825, 0.7703604806408545, 0.8403204272363151]",0.8674684713390173,0.0,0.0
vcl_ewc_random_200,4,"[0.9917245061398825, 0.773297730307076, 0.8421895861148198, 0.8833110814419226]",0.8726307260009252,0.0,0.0
vcl_ewc_random_200,5,"[0.9917245061398825, 0.7735647530040053, 0.8397863818424566, 0.8827770360480641, 0.9214953271028037]",0.8818696008274424,2.6800210240574662,-1.6800210240574662
vcl_ewc_k-center_200,1,[1.0],1.0,0.0,0.0
vcl_ewc_k-center_200,2,"[1.0, 0.7255006675567424]",0.8627503337783712,0.0,0.0
vcl_ewc_k-center_200,3,"[1.0, 0.7265687583444593, 0.502803738317757]",0.7431241655540721,0.0,0.0
vcl_ewc_k-center_200,4,"[1.0, 0.7271028037383177, 0.5006675567423231, 0.8555407209612818]",0.7708277703604806,0.0,0.0
vcl_ewc_k-center_200,5,"[1.0, 0.7287049399198932, 0.5044058744993325, 0.8587449933244325, 0.8587449933244325]",0.7901201602136181,2.491288384512684,-1.491288384512684
vcl_ewc_pca-k-center_200,1,[1.0],1.0,0.0,0.0
vcl_ewc_pca-k-center_200,2,"[1.0, 0.6881174899866489]",0.8440587449933245,0.0,0.0
vcl_ewc_pca-k-center_200,3,"[1.0, 0.6926568758344459, 0.5530040053404539]",0.7485536270582999,0.0,0.0
vcl_ewc_pca-k-center_200,4,"[1.0, 0.6937249666221629, 0.5465954606141522, 0.8790387182910547]",0.7798397863818424,0.0,0.0
vcl_ewc_pca-k-center_200,5,"[1.0, 0.6937249666221629, 0.544192256341789, 0.8785046728971962, 0.8568758344459279]",0.7946595460614152,2.482532265242545,-1.4825322652425452
coreset_only_random_200,1,[0.9658302189001602],0.9658302189001602,0.0,0.0
coreset_only_random_200,2,"[0.49919914575547253, 0.9196261682242991]",0.7094126569898858,0.0,0.0
coreset_only_random_200,3,"[0.16711158569140416, 0.5014686248331108, 0.9489986648865154]",0.5391929584703434,0.0,0.0
coreset_only_random_200,4,"[0.16577682861719167, 0.309479305740988, 0.5009345794392523, 0.9417890520694259]",0.4794949414667144,0.0,0.0
coreset_only_random_200,5,"[0.28857447944474107, 0.19732977303070762, 0.697196261682243, 0.9065420560747663, 0.9409879839786381]",0.6061261108422192,1.9712681956436664,-0.9712681956436664
coreset_only_k-center_200,1,[0.9730379071009077],0.9730379071009077,0.0,0.0
coreset_only_k-center_200,2,"[0.9618259476775227, 0.928437917222964]",0.9451319324502434,0.0,0.0
coreset_only_k-center_200,3,"[0.900427122263748, 0.5823765020026702, 0.8]",0.7609345414221395,0.0,0.0
coreset_only_k-center_200,4,"[0.9049652963160705, 0.5497997329773031, 0.8349799732977303, 0.8221628838451268]",0.7779769716090578,0.0,0.0
coreset_only_k-center_200,5,"[0.5835557928457021, 0.5065420560747663, 0.6592790387182911, 0.6662216288384513, 0.9428571428571428]",0.6716911318668707,2.5815739132273654,-1.5815739132273654
coreset_only_pca-k-center_200,1,[0.9674319273892151],0.9674319273892152,0.0,0.0
coreset_only_pca-k-center_200,2,"[0.691671115856914, 0.9377837116154873]",0.8147274137362006,0.0,0.0
coreset_only_pca-k-center_200,3,"[0.9257875066737854, 0.8913217623497998, 0.9172229639519359]",0.911444077658507,0.0,0.0
coreset_only_pca-k-center_200,4,"[0.903096636412173, 0.5089452603471295, 0.7316421895861148, 0.9222963951935914]",0.7664951203847522,0.0,0.0
coreset_only_pca-k-center_200,5,"[0.7528029898558463, 0.8085447263017357, 0.8987983978638184, 0.8675567423230974, 0.9230974632843791]",0.8501600639257754,2.593135015281691,-1.5931350152816912
