model,trained_on,tasks_acc,avg_acc,auc,aoc
vcl,1,[1.0],1.0,0.0,0.0
vcl,2,"[1.0, 0.8130841121495327]",0.9065420560747663,0.0,0.0
vcl,3,"[1.0, 0.811214953271028, 0.9327102803738317]",0.9146417445482866,0.0,0.0
vcl,4,"[1.0, 0.811214953271028, 0.9324432576769025, 0.8974632843791722]",0.9102803738317756,0.0,0.0
vcl,5,"[1.0, 0.811214953271028, 0.9327102803738317, 0.8979973297730307, 0.9121495327102803]",0.9108144192256342,2.776323987538941,-1.776323987538941
vcl_random_200,1,[1.0],1.0,0.0,0.0
vcl_random_200,2,"[1.0, 0.7089452603471295]",0.8544726301735648,0.0,0.0
vcl_random_200,3,"[1.0, 0.7049399198931909, 0.8761014686248331]",0.860347129506008,0.0,0.0
vcl_random_200,4,"[1.0, 0.7044058744993325, 0.8750333778371161, 0.8646194926568759]",0.8610146862483311,0.0,0.0
vcl_random_200,5,"[1.0, 0.7062750333778371, 0.878237650200267, 0.8651535380507344, 0.9020026702269693]",0.8703337783711615,2.6453271028037384,-1.6453271028037384
vcl_k-center_200,1,[1.0],1.0,0.0,0.0
vcl_k-center_200,2,"[1.0, 0.7129506008010681]",0.8564753004005341,0.0,0.0
vcl_k-center_200,3,"[1.0, 0.7142857142857143, 0.4787716955941255]",0.7310191366266133,0.0,0.0
vcl_k-center_200,4,"[1.0, 0.7145527369826435, 0.4787716955941255, 0.8883845126835781]",0.7704272363150868,0.0,0.0
vcl_k-center_200,5,"[1.0, 0.7145527369826435, 0.4835781041388518, 0.8878504672897196, 0.9172229639519359]",0.8006408544726302,2.472708055184691,-1.472708055184691
vcl_pca-k-center_200,1,[1.0],1.0,0.0,0.0
vcl_pca-k-center_200,2,"[1.0, 0.6846461949265688]",0.8423230974632844,0.0,0.0
vcl_pca-k-center_200,3,"[1.0, 0.6929238985313751, 0.48838451268357813]",0.7271028037383177,0.0,0.0
vcl_pca-k-center_200,4,"[1.0, 0.696128170894526, 0.48651535380507344, 0.9132176234979973]",0.7739652870493992,0.0,0.0
vcl_pca-k-center_200,5,"[1.0, 0.6945260347129506, 0.4891855807743658, 0.914018691588785, 0.7882510013351135]",0.777196261682243,2.456408544726302,-1.456408544726302
