model,trained_on,tasks_acc,avg_acc,auc,aoc
vcl_ewc_random_200,5,"[0.9715, 0.9455, 0.8295, 0.885, 0.9415]",0.9146,3.407558333333333,-2.407558333333333
vcl_ewc_k-center_200,1,[0.9935],0.9935,0.0,0.0
vcl_ewc_k-center_200,2,"[0.99, 0.9]",0.945,0.0,0.0
vcl_ewc_k-center_200,3,"[0.912, 0.5, 0.927]",0.7796666666666666,0.0,0.0
vcl_ewc_k-center_200,4,"[0.626, 0.4995, 0.559, 0.578]",0.5656249999999999,0.0,0.0
vcl_ewc_k-center_200,5,"[0.5475, 0.4995, 0.5015, 0.9295, 0.8445]",0.6645,3.278783333333333,-2.278783333333333
vcl_ewc_pca-k-center_200,1,[0.993],0.993,0.0,0.0
vcl_ewc_pca-k-center_200,2,"[0.901, 0.871]",0.886,0.0,0.0
vcl_ewc_pca-k-center_200,3,"[0.8325, 0.8315, 0.9065]",0.8568333333333333,0.0,0.0
vcl_ewc_pca-k-center_200,4,"[0.6475, 0.61, 0.633, 0.721]",0.652875,0.0,0.0
vcl_ewc_pca-k-center_200,5,"[0.7495, 0.691, 0.9945, 0.909, 0.8845]",0.8457000000000001,3.2788416666666667,-2.2788416666666667
coreset_only_random_200,1,[0.9695],0.9695,0.0,0.0
coreset_only_random_200,2,"[0.972, 0.8845]",0.92825,0.0,0.0
coreset_only_random_200,3,"[0.934, 0.647, 0.923]",0.8346666666666667,0.0,0.0
coreset_only_random_200,4,"[0.9515, 0.04, 0.581, 0.888]",0.615125,0.0,0.0
coreset_only_random_200,5,"[0.9295, 0.2405, 0.234, 0.648, 0.96]",0.6024,3.3522875,-2.3522875
coreset_only_k-center_200,1,[0.98],0.98,0.0,0.0
coreset_only_k-center_200,2,"[0.9775, 0.887]",0.93225,0.0,0.0
coreset_only_k-center_200,3,"[0.9755, 0.7835, 0.8275]",0.8621666666666666,0.0,0.0
coreset_only_k-center_200,4,"[0.969, 0.3495, 0.5385, 0.442]",0.57475,0.0,0.0
coreset_only_k-center_200,5,"[0.9235, 0.4165, 0.579, 0.0905, 0.8275]",0.5673999999999999,3.1059666666666663,-2.1059666666666663
coreset_only_pca-k-center_200,1,[0.975],0.975,0.0,0.0
coreset_only_pca-k-center_200,2,"[0.973, 0.882]",0.9275,0.0,0.0
coreset_only_pca-k-center_200,3,"[0.957, 0.6745, 0.8795]",0.8370000000000001,0.0,0.0
coreset_only_pca-k-center_200,4,"[0.9575, 0.7025, 0.812, 0.7685]",0.8101250000000001,0.0,0.0
coreset_only_pca-k-center_200,5,"[0.955, 0.8015, 0.8385, 0.2395, 0.8845]",0.7438,3.1988833333333333,-2.1988833333333333
