model,trained_on,tasks_acc,avg_acc,auc,aoc
coreset_only_pca-k-center_200,2,"[0.672, 0.395]",0.5335000000000001,0.0,0.0
coreset_only_pca-k-center_200,3,"[0.6215, 0.222, 0.3415]",0.395,0.0,0.0
coreset_only_pca-k-center_200,4,"[0.6485, 0.175, 0.242, 0.2745]",0.3349999999999999,0.0,0.0
coreset_only_pca-k-center_200,5,"[0.648, 0.188, 0.2255, 0.241, 0.332]",0.3269000000000001,1.4520000000000002,-0.4520000000000002
vcl_ewc,1,[0.864],0.864,0.0,0.0
vcl_ewc,2,"[0.868, 0.6775]",0.77275,0.0,0.0
vcl_ewc,3,"[0.865, 0.671, 0.6745]",0.7368333333333333,0.0,0.0
vcl_ewc,4,"[0.8695, 0.6745, 0.671, 0.722]",0.73425,0.0,0.0
vcl_ewc,5,"[0.8705, 0.674, 0.667, 0.7175, 0.73]",0.7318,3.0501208333333336,-2.0501208333333336
vcl_ewc_random_200,1,[0.8895],0.8895,0.0,0.0
vcl_ewc_random_200,2,"[0.8865, 0.5715]",0.729,0.0,0.0
vcl_ewc_random_200,3,"[0.8655, 0.5865, 0.639]",0.6970000000000001,0.0,0.0
vcl_ewc_random_200,4,"[0.87, 0.569, 0.63, 0.6895]",0.6896249999999999,0.0,0.0
vcl_ewc_random_200,5,"[0.882, 0.566, 0.615, 0.684, 0.751]",0.6996,2.9058958333333336,-1.9058958333333336
vcl_ewc_k-center_200,1,[0.873],0.873,0.0,0.0
vcl_ewc_k-center_200,2,"[0.847, 0.3995]",0.62325,0.0,0.0
vcl_ewc_k-center_200,3,"[0.8275, 0.499, 0.195]",0.5071666666666667,0.0,0.0
vcl_ewc_k-center_200,4,"[0.762, 0.4955, 0.261, 0.6465]",0.54125,0.0,0.0
vcl_ewc_k-center_200,5,"[0.733, 0.495, 0.4045, 0.5245, 0.6055]",0.5525,2.1268333333333334,-1.1268333333333334
vcl_ewc_pca-k-center_200,1,[0.871],0.871,0.0,0.0
vcl_ewc_pca-k-center_200,2,"[0.8415, 0.325]",0.58325,0.0,0.0
vcl_ewc_pca-k-center_200,3,"[0.8325, 0.397, 0.1675]",0.4656666666666667,0.0,0.0
vcl_ewc_pca-k-center_200,4,"[0.83, 0.406, 0.1845, 0.094]",0.378625,0.0,0.0
vcl_ewc_pca-k-center_200,5,"[0.8115, 0.4345, 0.334, 0.271, 0.6545]",0.5011,2.0433958333333333,-1.0433958333333333
coreset_only_random_200,1,[0.7275],0.7275,0.0,0.0
coreset_only_random_200,2,"[0.6465, 0.5125]",0.5794999999999999,0.0,0.0
coreset_only_random_200,3,"[0.6245, 0.4905, 0.451]",0.522,0.0,0.0
coreset_only_random_200,4,"[0.513, 0.477, 0.3945, 0.562]",0.486625,0.0,0.0
coreset_only_random_200,5,"[0.464, 0.463, 0.2535, 0.3375, 0.593]",0.4222,2.165045833333333,-1.1650458333333331
coreset_only_k-center_200,1,[0.7325],0.7325,0.0,0.0
coreset_only_k-center_200,2,"[0.7155, 0.395]",0.55525,0.0,0.0
coreset_only_k-center_200,3,"[0.6585, 0.342, 0.2725]",0.4243333333333333,0.0,0.0
coreset_only_k-center_200,4,"[0.631, 0.321, 0.29, 0.2865]",0.382125,0.0,0.0
coreset_only_k-center_200,5,"[0.6005, 0.099, 0.3875, 0.244, 0.375]",0.3412,1.9684875,-0.9684874999999996
coreset_only_pca-k-center_200,1,[0.739],0.739,0.0,0.0
coreset_only_pca-k-center_200,2,"[0.7105, 0.379]",0.5447500000000001,0.0,0.0
coreset_only_pca-k-center_200,3,"[0.7, 0.34, 0.2565]",0.4321666666666666,0.0,0.0
coreset_only_pca-k-center_200,4,"[0.703, 0.3125, 0.204, 0.23]",0.3623749999999999,0.0,0.0
coreset_only_pca-k-center_200,5,"[0.6375, 0.372, 0.0645, 0.2435, 0.395]",0.3425,1.834345833333333,-0.8343458333333333
vcl_class_balanced_200,1,[0.8735],0.8735,,
vcl_class_balanced_200,2,"[0.862, 0.333]",0.5975,,
vcl_class_balanced_200,3,"[0.851, 0.3705, 0.4445]",0.5553333333333333,,
vcl_class_balanced_200,4,"[0.861, 0.3715, 0.471, 0.2625]",0.4915,,
vcl_class_balanced_200,5,"[0.837, 0.4215, 0.484, 0.239, 0.3705]",0.4704,,
vcl_ewc_class_balanced_200,1,[0.879],0.879,,
vcl_ewc_class_balanced_200,2,"[0.8705, 0.391]",0.63075,,
vcl_ewc_class_balanced_200,3,"[0.869, 0.3485, 0.2825]",0.5,,
vcl_ewc_class_balanced_200,4,"[0.87, 0.3565, 0.2895, 0.265]",0.44525,,
vcl_ewc_class_balanced_200,5,"[0.8755, 0.3675, 0.2855, 0.2685, 0.242]",0.4077999999999999,,
coreset_only_class_balanced_200,1,[0.701],0.701,,
coreset_only_class_balanced_200,2,"[0.7075, 0.4115]",0.5595,,
coreset_only_class_balanced_200,3,"[0.627, 0.203, 0.2495]",0.3598333333333334,,
coreset_only_class_balanced_200,4,"[0.6855, 0.254, 0.2335, 0.237]",0.3525,,
coreset_only_class_balanced_200,5,"[0.61, 0.0965, 0.2675, 0.202, 0.1955]",0.2743,,
vcl_ewc_new,1,[0.8675],0.8675,,
vcl_ewc_new,2,"[0.8655, 0.677]",0.77125,,
vcl_ewc_new,3,"[0.865, 0.6835, 0.667]",0.7385,,
vcl_ewc_new,4,"[0.863, 0.6805, 0.68, 0.664]",0.721875,,
vcl_ewc_new,5,"[0.8625, 0.6795, 0.6715, 0.66, 0.75]",0.7247,,
vcl_ewc_random_200_new,1,[0.879],0.879,,
vcl_ewc_random_200_new,2,"[0.878, 0.5815]",0.72975,,
vcl_ewc_random_200_new,3,"[0.872, 0.5985, 0.6845]",0.7183333333333333,,
vcl_ewc_random_200_new,4,"[0.88, 0.6045, 0.6865, 0.715]",0.7215,,
vcl_ewc_random_200_new,5,"[0.8445, 0.6245, 0.689, 0.717, 0.7145]",0.7179,,
vcl_ewc_k-center_200_new,1,[0.864],0.864,,
