model,trained_on,tasks_acc,avg_acc,auc,aoc
vcl_ewc_pca-k-center_200,3,"[0.8765, 0.5675, 0.507]",0.6503333333333333,0.0,0.0
vcl_ewc_pca-k-center_200,4,"[0.8035, 0.435, 0.3545, 0.1455]",0.434625,0.0,0.0
vcl_ewc_pca-k-center_200,5,"[0.856, 0.5565, 0.496, 0.2325, 0.1925]",0.4667,2.014645833333333,-1.0146458333333332
coreset_only_random_200,1,[0.714],0.714,0.0,0.0
coreset_only_random_200,2,"[0.69, 0.4595]",0.57475,0.0,0.0
coreset_only_random_200,3,"[0.577, 0.2805, 0.48]",0.4458333333333333,0.0,0.0
coreset_only_random_200,4,"[0.5215, 0.0905, 0.237, 0.49]",0.33475,0.0,0.0
coreset_only_random_200,5,"[0.4255, 0.081, 0.1655, 0.2195, 0.5395]",0.2862,1.5449583333333332,-0.5449583333333332
coreset_only_k-center_200,1,[0.7215],0.7215,0.0,0.0
coreset_only_k-center_200,2,"[0.7145, 0.397]",0.55575,0.0,0.0
coreset_only_k-center_200,3,"[0.684, 0.28, 0.272]",0.4120000000000001,0.0,0.0
coreset_only_k-center_200,4,"[0.674, 0.34, 0.2015, 0.3205]",0.384,0.0,0.0
coreset_only_k-center_200,5,"[0.678, 0.224, 0.146, 0.2575, 0.397]",0.3405,1.5205000000000002,-0.5205000000000002
coreset_only_pca-k-center_200,1,[0.703],0.703,0.0,0.0
coreset_only_pca-k-center_200,2,"[0.705, 0.4105]",0.55775,0.0,0.0
coreset_only_pca-k-center_200,3,"[0.638, 0.459, 0.361]",0.486,0.0,0.0
coreset_only_pca-k-center_200,4,"[0.6195, 0.4225, 0.3305, 0.323]",0.423875,0.0,0.0
coreset_only_pca-k-center_200,5,"[0.458, 0.355, 0.4455, 0.2515, 0.4]",0.382,1.6071875,-0.6071875
vcl_class_balanced_200,1,[0.86],0.86,,
vcl_class_balanced_200,2,"[0.8515, 0.334]",0.59275,,
vcl_class_balanced_200,3,"[0.8225, 0.3655, 0.227]",0.4716666666666667,,
vcl_class_balanced_200,4,"[0.7665, 0.4545, 0.219, 0.321]",0.44025,,
vcl_class_balanced_200,5,"[0.687, 0.434, 0.4255, 0.4095, 0.693]",0.5298,,
vcl_ewc_class_balanced_200,1,[0.88],0.88,,
vcl_ewc_class_balanced_200,2,"[0.871, 0.347]",0.609,,
vcl_ewc_class_balanced_200,3,"[0.8855, 0.3535, 0.163]",0.4673333333333333,,
vcl_ewc_class_balanced_200,4,"[0.8855, 0.3825, 0.164, 0.1725]",0.4011249999999999,,
vcl_ewc_class_balanced_200,5,"[0.879, 0.3705, 0.1735, 0.159, 0.1325]",0.3429,,
coreset_only_class_balanced_200,1,[0.7105],0.7105,,
coreset_only_class_balanced_200,2,"[0.5185, 0.3655]",0.4419999999999999,,
coreset_only_class_balanced_200,3,"[0.6665, 0.474, 0.2345]",0.4583333333333332,,
coreset_only_class_balanced_200,4,"[0.5125, 0.3645, 0.1385, 0.226]",0.310375,,
coreset_only_class_balanced_200,5,"[0.5815, 0.344, 0.159, 0.2315, 0.224]",0.308,,
vcl_ewc_new,1,[0.878],0.878,,
vcl_ewc_random_200_new,1,[0.835],0.835,,
vcl_ewc_k-center_200_new,1,[0.8775],0.8775,,
