model,trained_on,tasks_acc,avg_acc,auc,aoc
vcl,1,[0.9995271867612293],0.9995271867612292,0.0,0.0
vcl,2,"[0.9995271867612293, 0.9676787463271302]",0.9836029665441798,0.0,0.0
vcl,3,"[0.9995271867612293, 0.9711067580803134, 0.9850586979722519]",0.9852308809379317,0.0,0.0
vcl,4,"[0.9995271867612293, 0.9588638589618022, 0.9845250800426895, 0.9934541792547835]",0.984092576255126,0.0,0.0
vcl,5,"[0.9995271867612293, 0.9280117531831538, 0.9909284951974386, 0.9894259818731118, 0.967725668179526]",0.975123817038892,2.960643728990289,-1.9606437289902887
vcl_random_200,1,[0.9990543735224586],0.9990543735224586,0.0,0.0
vcl_random_200,2,"[0.9990543735224586, 0.9627815866797258]",0.9809179801010922,0.0,0.0
vcl_random_200,3,"[0.9990543735224586, 0.960822722820764, 0.9674493062966916]",0.975775467546638,0.0,0.0
vcl_random_200,4,"[0.9990543735224586, 0.9427032321253673, 0.964247598719317, 0.9793554884189325]",0.9713401731965188,0.0,0.0
vcl_random_200,5,"[0.9995271867612293, 0.9363369245837414, 0.9541088580576307, 0.9813695871097684, 0.961674230963187]",0.9666033574951112,2.941890721007219,-1.9418907210072192
vcl_k-center_200,1,[0.9995271867612293],0.9995271867612292,0.0,0.0
vcl_k-center_200,2,"[0.9995271867612293, 0.970617042115573]",0.9850721144384011,0.0,0.0
vcl_k-center_200,3,"[0.9995271867612293, 0.9466209598432909, 0.9252934898612594]",0.95714721215526,0.0,0.0
vcl_k-center_200,4,"[0.9995271867612293, 0.9500489715964741, 0.959445037353255, 0.9405840886203424]",0.9624013210828252,0.0,0.0
vcl_k-center_200,5,"[0.9995271867612293, 0.9417238001958864, 0.9290288153681964, 0.9138972809667674, 0.897125567322239]",0.9362605301228636,2.9231835805156883,-1.9231835805156885
vcl_pca-k-center_200,1,[0.9995271867612293],0.9995271867612292,0.0,0.0
vcl_pca-k-center_200,2,"[0.9995271867612293, 0.951028403525955]",0.975277795143592,0.0,0.0
vcl_pca-k-center_200,3,"[0.9995271867612293, 0.9387855044074437, 0.9455709711846318]",0.9612945541177682,0.0,0.0
vcl_pca-k-center_200,4,"[0.9995271867612293, 0.9289911851126347, 0.9332977588046958, 0.9712990936555891]",0.9582788060835372,0.0,0.0
vcl_pca-k-center_200,5,"[0.9995271867612293, 0.9000979431929481, 0.7262540021344717, 0.9390735146022156, 0.8819969742813918]",0.8893899241944514,2.915475345683744,-1.915475345683744
vcl_ewc,1,[0.9995271867612293],0.9995271867612292,0.0,0.0
vcl_ewc,2,"[0.9995271867612293, 0.9642507345739472]",0.9818889606675882,0.0,0.0
vcl_ewc,3,"[0.9995271867612293, 0.9647404505386875, 0.987726787620064]",0.9839981416399936,0.0,0.0
vcl_ewc,4,"[0.9995271867612293, 0.965230166503428, 0.9845250800426895, 0.9853977844914401]",0.9836700544496968,0.0,0.0
vcl_ewc,5,"[0.9995271867612293, 0.9598432908912831, 0.9887940234791889, 0.9944612286002014, 0.9752899646999496]",0.9835831388863704,2.957485722913045,-1.957485722913045
vcl_ewc_random_200,1,[0.9995271867612293],0.9995271867612292,0.0,0.0
vcl_ewc_random_200,2,"[0.9995271867612293, 0.940254652301665]",0.9698909195314472,0.0,0.0
vcl_ewc_random_200,3,"[0.9995271867612293, 0.9505386875612145, 0.9690501600853789]",0.9730386781359408,0.0,0.0
vcl_ewc_random_200,4,"[0.9995271867612293, 0.9324191968658179, 0.9797225186766275, 0.9853977844914401]",0.9742666716987788,0.0,0.0
vcl_ewc_random_200,5,"[0.9995271867612293, 0.8692458374142997, 0.9898612593383138, 0.9687814702920443, 0.9435199193141705]",0.9541871346240116,2.929826526897392,-1.929826526897392
vcl_ewc_k-center_200,1,[0.9995271867612293],0.9995271867612292,0.0,0.0
vcl_ewc_k-center_200,2,"[0.9995271867612293, 0.9583741429970617]",0.9789506648791456,0.0,0.0
vcl_ewc_k-center_200,3,"[0.9995271867612293, 0.9588638589618022, 0.9487726787620064]",0.969054574828346,0.0,0.0
vcl_ewc_k-center_200,4,"[0.9995271867612293, 0.9529872673849168, 0.9092849519743863, 0.9612286002014099]",0.9557570015804856,0.0,0.0
vcl_ewc_k-center_200,5,"[0.9995271867612293, 0.9476003917727718, 0.8863393810032018, 0.9687814702920443, 0.8093797276853253]",0.9223256315029144,2.925647333878349,-1.925647333878349
vcl_ewc_pca-k-center_200,1,[0.9995271867612293],0.9995271867612292,0.0,0.0
vcl_ewc_pca-k-center_200,2,"[0.9995271867612293, 0.9691478942213516]",0.9843375404912904,0.0,0.0
vcl_ewc_pca-k-center_200,3,"[0.9995271867612293, 0.9662095984329089, 0.9637139807897546]",0.9764835886612976,0.0,0.0
vcl_ewc_pca-k-center_200,4,"[0.9995271867612293, 0.9529872673849168, 0.9706510138740662, 0.9622356495468278]",0.97135027939176,0.0,0.0
vcl_ewc_pca-k-center_200,5,"[0.9995271867612293, 0.9329089128305583, 0.844717182497332, 0.9551863041289023, 0.8169440242057489]",0.9098567220847542,2.9462598622290823,-1.9462598622290823
coreset_only_random_200,1,[0.9995271867612293],0.9995271867612292,0.0,0.0
coreset_only_random_200,2,"[0.9054373522458629, 0.9490695396669931]",0.927253445956428,0.0,0.0
coreset_only_random_200,3,"[0.9470449172576832, 0.9363369245837414, 0.9402347918890075]",0.9412055445768108,0.0,0.0
coreset_only_random_200,4,"[0.9607565011820332, 0.921645445641528, 0.927427961579509, 0.9848942598187311]",0.9486810420554505,0.0,0.0
coreset_only_random_200,5,"[0.8728132387706856, 0.9113614103819785, 0.9092849519743863, 0.9103726082578046, 0.9223398890569844]",0.905234419688368,2.8425631049415787,-1.8425631049415787
coreset_only_k-center_200,1,[1.0],1.0,0.0,0.0
coreset_only_k-center_200,2,"[0.9976359338061466, 0.9294809010773751]",0.9635584174417609,0.0,0.0
coreset_only_k-center_200,3,"[0.9943262411347518, 0.8805093046033301, 0.8927427961579509]",0.9225261139653442,0.0,0.0
coreset_only_k-center_200,4,"[0.9981087470449173, 0.7923604309500489, 0.82017075773746, 0.9284994964753273]",0.8847848580519384,0.0,0.0
coreset_only_k-center_200,5,"[0.8425531914893617, 0.8805093046033301, 0.8084311632870864, 0.9224572004028198, 0.8124054462934948]",0.8532712612152187,2.828476960433074,-1.8284769604330744
coreset_only_pca-k-center_200,1,[0.9985815602836879],0.998581560283688,0.0,0.0
coreset_only_pca-k-center_200,2,"[0.9976359338061466, 0.9686581782566112]",0.9831470560313788,0.0,0.0
coreset_only_pca-k-center_200,3,"[0.9971631205673759, 0.9613124387855044, 0.8970117395944504]",0.9518290996491104,0.0,0.0
coreset_only_pca-k-center_200,4,"[0.9962174940898345, 0.931439764936337, 0.7929562433297759, 0.9642497482376636]",0.9212158126484028,0.0,0.0
coreset_only_pca-k-center_200,5,"[0.9891252955082742, 0.8457394711067581, 0.7491995731056563, 0.972809667673716, 0.8734241048915784]",0.8860596224571966,2.8948748421465345,-1.8948748421465345
vcl_class_balanced_200,1,[0.9990543735224586],0.9990543735224586,,
vcl_class_balanced_200,2,"[0.9995271867612293, 0.944662095984329]",0.9720946413727792,,
vcl_class_balanced_200,3,"[0.9995271867612293, 0.9427032321253673, 0.9461045891141943]",0.9627783360002636,,
vcl_class_balanced_200,4,"[0.9995271867612293, 0.9422135161606269, 0.8665955176093917, 0.9607250755287009]",0.9422653240149872,,
vcl_class_balanced_200,5,"[0.9995271867612293, 0.9040156709108716, 0.5773745997865528, 0.918429003021148, 0.8426626323751891]",0.8484018185709982,,
vcl_ewc_class_balanced_200,1,[0.9995271867612293],0.9995271867612292,,
vcl_ewc_class_balanced_200,2,"[0.9995271867612293, 0.9373163565132223]",0.968421771637226,,
vcl_ewc_class_balanced_200,3,"[0.9995271867612293, 0.9363369245837414, 0.9407684098185699]",0.9588775070545136,,
vcl_ewc_class_balanced_200,4,"[0.9995271867612293, 0.9382957884427032, 0.8665955176093917, 0.9647532729103726]",0.942292941430924,,
